fieldName,displayName,dataType,requiredLevel,isCustom,lastUpdate,picklistValues,mappingSuggested,refForms,refViews,refChartVisualizations,refReports,refDashboards,refWorkflows,refFormulas,refPlugins,refPcfControls,refRelationships,refRibbon,sfObjectName,sfFieldDisplayName,sfFieldApiName,sfSuggestedObjectName,sfSuggestedFieldDisplayName,sfSuggestedFieldApiName
category,Category,picklist,required,False,2026-03-21 05:22:49,,true,0,0,0,0,0,0,0,3,0,0,0,,,,,,
createdon,Created On,datetime,none,False,Skipped (createdon),,true,0,0,0,0,0,0,0,10,0,0,0,,,,,,
description,Description,ntext,none,False,2026-03-21 04:24:14,,true,0,0,0,0,0,0,0,7,0,0,0,,,,,,
licensee,Licensee,lookup,none,False,Never,,true,0,0,0,0,0,0,0,0,0,1,0,,,,,,
licenseentitledby,License entitled by,lookup,none,False,Never,,true,0,0,0,0,0,0,0,0,0,1,0,,,,,,
modifiedon,Modified On,datetime,none,False,Skipped (modifiedon),,true,0,0,0,0,0,0,0,4,0,0,0,,,,,,
name,Process Name,nvarchar,required,False,2026-03-21 05:22:49,,true,0,0,0,0,0,0,0,23,0,0,0,,,,,,
ownerid,Owner,lookup,required,False,2026-03-21 05:22:49,,true,0,0,0,0,0,0,0,22,0,0,0,,,,,,
statecode,Status,picklist,required,False,2026-03-21 05:22:49,,true,0,0,0,0,0,0,0,20,0,0,0,,,,,,
statuscode,Status Reason,picklist,none,False,2026-03-21 05:22:49,,true,0,0,0,0,0,0,0,6,0,0,0,,,,,,
